timestamp,signal,positions,short_mavg,long_mavg,rsi,ma_signal,ma_positions,rsi_signal,rsi_positions,fvg_signal,composite_score,risk_score
2019-07-11,0.0,0.0,162307.6,143026.68333333332,53.672620880813064,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-12,0.0,0.0,163984.0,144003.53333333333,44.39458660204543,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-13,0.0,0.0,165347.13333333333,144811.93333333332,42.819649400812125,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-14,0.0,0.0,166064.73333333334,145349.83333333334,44.028391616937206,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-15,0.0,0.0,167032.36666666667,146146.6,52.132921174652246,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-16,0.0,0.0,167167.26666666666,146676.8,41.61124741735537,1.0,0.0,0.0,0.0,1.0,0.20000000298023224,0.0
2019-07-17,0.0,0.0,167217.3,147226.76666666666,34.574097687584214,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-18,0.0,0.0,167887.23333333334,147812.61666666667,44.31694035349216,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-19,0.0,0.0,168387.23333333334,148408.01666666666,45.59585943694616,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-20,0.0,0.0,168932.83333333334,149067.31666666668,45.223578127330306,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-21,0.0,0.0,169095.96666666667,149750.51666666666,43.19683075861947,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-22,0.0,0.0,168814.0,150304.53333333333,35.21715309827373,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-23,0.0,0.0,168278.8,150757.86666666667,31.784691522784783,1.0,0.0,0.0,0.0,1.0,0.20000000298023224,0.0
2019-07-24,0.0,0.0,167507.03333333333,151143.81666666668,32.698046469057175,1.0,0.0,0.0,0.0,0.0,0.0,0.0
